Startup Name;Industry;Funding Rounds; Investment Amount (USD)  ;Investment Amount (K USD) ; Valuation (USD) ;Valuation (K USD);Number of Investors;Country;Year Founded;Growth Rate (%);Ranking by value;Old;ROI (%);Average investment per round (K USD) 
Startup_158;EdTech;9; $121.075.653.274 ;121075,65; $5.972.236.369.372.300 ;5972236369,37;25;Singapore;2011; 14.316 ;Superunicorn;14;49325,48479;4843,026131
Startup_159;AI;4; $338.053.769.188 ;338053,77; $1.345.965.106.924.720 ;1345965106,92;36;Brazil;2011; 3.461 ;Superunicorn;14;3980,511906;9390,382477
Startup_160;AI;8; $46.619.853.815 ;46619,85; $2.209.809.626.167.550 ;2209809626,17;43;China;2012; 5.138 ;Superunicorn;13;47399,61251;1084,182647
Startup_161;AI;1; $40.842.525.808 ;40842,53; $13.719.069.989.824.700 ;13719069989,82;6;Brazil;2020; 10.406 ;Superunicorn;5;335900,6055;6807,087635
Startup_162;EdTech;1; $195.342.728.217 ;195342,73; $8.347.575.180.926.380 ;8347575180,93;44;UK;2019; 5.366 ;Superunicorn;6;42731,97121;4439,607459
Startup_163;AI;6; $210.832.198.666 ;210832,20; $7.771.127.335.712.070 ;7771127335,71;3;Australia;2020; 19.866 ;Superunicorn;5;36858,30036;70277,39956
Startup_164;E-commerce;8; $257.993.801.652 ;257993,80; $1.268.910.968.617.390 ;1268910968,62;28;Germany;2018; 12.432 ;Superunicorn;7;4917,37773;9214,064345
Startup_165;HealthTech;3; $179.279.729.866 ;179279,73; $8.885.946.522.637.550 ;8885946522,64;30;France;2018; 10.638 ;Superunicorn;7;49563,70277;5975,990996
Startup_166;Fintech;7; $222.517.680.486 ;222517,68; $7.460.309.814.815.990 ;7460309814,82;11;Singapore;2017; 16.114 ;Superunicorn;8;33525,81818;20228,88004
Startup_167;AI;4; $394.213.613.246 ;394213,61; $13.331.722.858.072.100 ;13331722858,07;18;Canada;2011; 1.948 ;Superunicorn;14;33817,52481;21900,75629
Startup_168;SaaS;5; $205.099.489.377 ;205099,49; $33.230.182.020.463.400 ;33230182020,46;50;Australia;2015; 5.852 ;Superunicorn;10;162018,8184;4101,989788
Startup_169;EdTech;1; $14.971.889.535 ;14971,89; $34.639.574.039.899.700 ;34639574039,90;4;India;2013; 8.416 ;Superunicorn;12;2313639,771;3742,972384
Startup_170;EdTech;7; $279.528.627.107 ;279528,63; $9.372.294.266.059.940 ;9372294266,06;11;Brazil;2005; 2.614 ;Superunicorn;20;33527,92462;25411,69337
Startup_171;E-commerce;6; $406.984.438.058 ;406984,44; $1.040.731.950.651.490 ;1040731950,65;24;China;2015; 2.938 ;Superunicorn;10;2556,178735;16957,68492
Startup_172;SaaS;9; $7.405.682.676 ;7405,68; $23.189.372.674.083.400 ;23189372674,08;41;Canada;2009; 2.057 ;Superunicorn;16;3131293,398;180,6264067
Startup_173;AI;8; $416.063.576.999 ;416063,58; $7.671.882.583.852.910 ;7671882583,85;17;Canada;2021; 11.718 ;Superunicorn;4;18438,20739;24474,32806
Startup_174;E-commerce;7; $124.628.147.808 ;124628,15; $35.295.173.028.014.500 ;35295173028,01;44;USA;2022; 1.465 ;Superunicorn;3;283202,864;2832,457905
Startup_175;Fintech;10; $216.350.115.934 ;216350,12; $5.677.567.960.275.500 ;5677567960,28;23;India;2018; 14.439 ;Superunicorn;7;26241,5002;9406,52678
Startup_176;E-commerce;10; $302.359.316.048 ;302359,32; $9.708.896.500.831.360 ;9708896500,83;2;Germany;2011; 17.466 ;Superunicorn;14;32109,45926;151179,658
Startup_177;AI;6; $402.250.702.031 ;402250,70; $17.218.730.897.772.600 ;17218730897,77;10;Canada;2018; 7.468 ;Superunicorn;7;42804,96854;40225,0702
Startup_178;Blockchain;8; $263.973.001.681 ;263973,00; $8.690.078.938.976.690 ;8690078938,98;50;Germany;2023; 19.091 ;Superunicorn;2;32919,33232;5279,460034
Startup_179;EdTech;8; $298.068.574.188 ;298068,57; $6.492.509.510.232.550 ;6492509510,23;49;Brazil;2015; 19.016 ;Superunicorn;10;21780,93232;6083,032126
Startup_180;Biotech;5; $458.507.533.858 ;458507,53; $19.523.891.245.314.200 ;19523891245,31;36;Germany;2002; 12.984 ;Superunicorn;23;42580,39682;12736,32038
Startup_181;Fintech;9; $347.223.065.856 ;347223,07; $14.970.962.379.875.000 ;14970962379,88;20;Singapore;2022; 13.539 ;Superunicorn;3;43115,2669;17361,15329
Startup_182;SaaS;5; $26.769.730.404 ;26769,73; $10.097.355.729.530.300 ;10097355729,53;30;Singapore;2019; 7.906 ;Superunicorn;6;377192,0302;892,3243468
Startup_183;Blockchain;2; $85.976.010.791 ;85976,01; $3.760.108.625.521.580 ;3760108625,52;19;USA;2006; 6.953 ;Superunicorn;19;43733,39278;4525,0532
Startup_184;Fintech;2; $471.862.560.418 ;471862,56; $15.939.288.190.453.600 ;15939288190,45;43;France;2021; 3.679 ;Superunicorn;4;33778,51448;10973,54792
Startup_185;E-commerce;10; $215.965.182.777 ;215965,18; $9.752.567.479.614.510 ;9752567479,61;4;Germany;2013; 11.932 ;Superunicorn;12;45157,05443;53991,29569
Startup_186;E-commerce;9; $341.919.528.417 ;341919,53; $9.807.518.461.775.330 ;9807518461,78;31;Australia;2000; 14.631 ;Superunicorn;25;28682,70376;11029,66221
Startup_187;Fintech;1; $46.928.509.833 ;46928,51; $9.430.583.718.754.800 ;9430583718,75;38;Australia;2019; 16.314 ;Superunicorn;6;200955,3856;1234,960785
Startup_188;AI;3; $93.376.548.998 ;93376,55; $3.396.760.378.712.500 ;3396760378,71;35;Germany;2012; 3.802 ;Superunicorn;13;36376,01773;2667,9014
Startup_189;SaaS;8; $73.163.687.973 ;73163,69; $1.108.299.044.849.030 ;1108299044,85;15;Canada;2013; 3.955 ;Superunicorn;12;15147,21185;4877,579198
Startup_190;HealthTech;1; $44.393.976.253 ;44393,98; $6.973.798.145.791.140 ;6973798145,79;33;USA;2023; 10.251 ;Superunicorn;2;157087,838;1345,272008
Startup_191;EdTech;5; $353.789.785.325 ;353789,79; $10.415.760.749.112.100 ;10415760749,11;24;UK;2002; 8.776 ;Superunicorn;23;29439,53554;14741,24106
Startup_192;HealthTech;6; $245.411.201.539 ;245411,20; $4.119.459.442.380.870 ;4119459442,38;31;UK;2017; 9.285 ;Superunicorn;8;16784,94708;7916,490372
Startup_193;Biotech;3; $302.849.902.545 ;302849,90; $82.497.176.408.136.000 ;82497176408,14;23;Brazil;2001; 16.684 ;Superunicorn;24;272401,8494;13167,38707
Startup_194;AI;6; $151.200.989.868 ;151200,99; $52.831.777.356.817 ;52831777,36;8;China;2003; 1.429 ;Superunicorn;22;348,4142294;18900,12373
Startup_195;Blockchain;6; $432.241.375.027 ;432241,38; $20.690.412.801.231.600 ;20690412801,23;12;Brazil;2019; 1.214 ;Superunicorn;6;47866,72853;36020,11459
Startup_196;Biotech;8; $1.685.654.812 ;1685,65; $7.271.955.763.811.330 ;7271955763,81;5;UK;2013; 1.719 ;Superunicorn;12;4314023,266;337,1309624
Startup_197;E-commerce;9; $41.795.051.377 ;41795,05; $8.856.665.634.205.920 ;8856665634,21;29;Germany;2000; 757 ;Superunicorn;25;211906,0402;1441,208668
Startup_198;AI;9; $222.832.105.422 ;222832,11; $8.017.264.022.347.460 ;8017264022,35;1;Australia;2002; 7.459 ;Superunicorn;23;35977,94481;222832,1054
Startup_199;Fintech;5; $6.337.921.751 ;6337,92; $296.646.338.611.733 ;296646338,61;34;India;2015; 9.134 ;Superunicorn;10;46803,98597;186,4094633
Startup_200;SaaS;6; $147.545.525.397 ;147545,53; $3.684.352.503.897.160 ;3684352503,90;4;Germany;2013; 14.469 ;Superunicorn;12;24969,95384;36886,38135
Startup_201;EdTech;3; $54.273.127.917 ;54273,13; $19.690.407.214.525.700 ;19690407214,53;1;Australia;2019; 2.445 ;Superunicorn;6;362801,1448;54273,12792
Startup_202;HealthTech;10; $433.002.854.499 ;433002,85; $7.931.295.284.566.650 ;7931295284,57;1;Canada;2013; 406 ;Superunicorn;12;18315,95843;433002,8545
Startup_203;SaaS;6; $68.527.037.005 ;68527,04; $2.402.454.292.426.420 ;2402454292,43;50;Australia;2006; 4.731 ;Superunicorn;19;35057,48782;1370,54074
Startup_204;HealthTech;6; $125.842.567.769 ;125842,57; $52.980.859.297.477.000 ;52980859297,48;8;Australia;2013; 3.721 ;Superunicorn;12;421008,0452;15730,32097
Startup_205;SaaS;1; $15.504.189.559 ;15504,19; $625.332.705.739.936 ;625332705,74;2;India;2004; 9.886 ;Superunicorn;21;40332,14372;7752,09478
Startup_206;Fintech;4; $474.668.350.545 ;474668,35; $7.761.659.263.089.050 ;7761659263,09;24;USA;2016; 13.002 ;Superunicorn;9;16350,75224;19777,84794
Startup_207;Fintech;6; $362.490.861.804 ;362490,86; $1.276.891.122.139.100 ;1276891122,14;16;France;2015; 5.341 ;Superunicorn;10;3521,547067;22655,67886
Startup_208;Biotech;4; $334.805.591.581 ;334805,59; $11.313.994.823.993.400 ;11313994823,99;39;USA;2004; 1.608 ;Superunicorn;21;33791,7296;8584,758758
Startup_209;SaaS;10; $205.976.726.011 ;205976,73; $9.029.865.493.372.840 ;9029865493,37;11;Singapore;2021; 1.107 ;Superunicorn;4;43838,25149;18725,15691
Startup_210;EdTech;9; $99.885.541.179 ;99885,54; $42.081.708.081.526.500 ;42081708081,53;8;Brazil;2011; 15.106 ;Superunicorn;14;421298,295;12485,69265
Startup_211;EdTech;6; $464.571.135.376 ;464571,14; $1.417.934.871.421.510 ;1417934871,42;24;India;2021; 17.787 ;Superunicorn;4;3051,137258;19357,13064
Startup_212;AI;6; $372.894.934.533 ;372894,93; $15.948.353.330.895.300 ;15948353330,90;21;Singapore;2023; 11.177 ;Superunicorn;2;42768,02648;17756,90164
Startup_213;AI;5; $278.769.006.946 ;278769,01; $10.481.365.711.538.900 ;10481365711,54;45;China;2009; 1.048 ;Superunicorn;16;37597,74825;6194,866821
Startup_214;EdTech;9; $26.793.940.958 ;26793,94; $11.494.147.053.679.400 ;11494147053,68;10;China;2010; 1.659 ;Superunicorn;15;428982,0702;2679,394096
Startup_215;EdTech;7; $43.928.486.162 ;43928,49; $1.562.829.428.652.780 ;1562829428,65;27;India;2019; 10.686 ;Superunicorn;6;35575,67394;1626,980969
Startup_216;Biotech;9; $257.721.618.209 ;257721,62; $122.536.443.284.305 ;122536443,28;28;China;2016; 1.407 ;Superunicorn;9;474,4604761;9204,343507
Startup_217;Biotech;4; $444.507.751.045 ;444507,75; $22.111.913.741.370.200 ;22111913741,37;43;China;2018; 14.144 ;Superunicorn;7;49743,72029;10337,38956
Startup_218;Blockchain;4; $469.590.167.582 ;469590,17; $2.078.820.631.731.430 ;2078820631,73;42;UK;2017; 9.056 ;Superunicorn;8;4425,882791;11180,71828
Startup_219;SaaS;5; $350.648.881.637 ;350648,88; $1.685.806.323.660.640 ;1685806323,66;29;UK;2021; 18.835 ;Superunicorn;4;4806,676317;12091,34075
Startup_220;AI;2; $324.331.832.848 ;324331,83; $8.884.770.582.001.210 ;8884770582,00;34;UK;2012; 6.543 ;Superunicorn;13;27393,07509;9539,171554
Startup_221;Fintech;10; $239.070.282.295 ;239070,28; $9.276.016.886.419.260 ;9276016886,42;42;China;2010; 10.442 ;Superunicorn;15;38799,37618;5692,149578
Startup_222;Biotech;7; $337.763.033.067 ;337763,03; $9.382.352.167.435.170 ;9382352167,44;4;China;2018; 15.371 ;Superunicorn;7;27776,91306;84440,75827
Startup_223;HealthTech;8; $345.821.870.989 ;345821,87; $784.281.603.390.036 ;784281603,39;9;Brazil;2014; 13.881 ;Superunicorn;11;2266,877393;38424,65233
Startup_224;Fintech;7; $373.175.309.225 ;373175,31; $1.642.053.578.780.930 ;1642053578,78;50;France;2018; 16.096 ;Superunicorn;7;4399,220321;7463,506185
Startup_225;Biotech;7; $363.294.885.048 ;363294,89; $13.901.643.179.468.500 ;13901643179,47;6;India;2010; 2.601 ;Superunicorn;15;38264,45253;60549,14751
Startup_226;AI;9; $126.636.581.893 ;126636,58; $6.118.534.838.579.050 ;6118534838,58;35;USA;2015; 4.296 ;Superunicorn;10;48314,69794;3618,188054
Startup_227;Fintech;2; $382.389.917.704 ;382389,92; $1.820.104.789.848.330 ;1820104789,85;50;Germany;2005; 1.039 ;Superunicorn;20;4758,813754;7647,798354
Startup_228;EdTech;8; $36.324.039.683 ;36324,04; $12.193.676.702.405.700 ;12193676702,41;25;India;2011; 10.215 ;Superunicorn;14;335690,6469;1452,961587
Startup_229;EdTech;8; $38.602.740.933 ;38602,74; $19.301.257.163.253.000 ;19301257163,25;26;China;2016; 10.583 ;Superunicorn;9;499996,0649;1484,720805
Startup_230;AI;4; $16.951.205.575 ;16951,21; $5.083.482.836.032.980 ;5083482836,03;1;USA;2004; 10.082 ;Superunicorn;21;299888,1621;16951,20558
Startup_231;AI;9; $65.280.500.299 ;65280,50; $13.951.882.760.305.000 ;13951882760,31;22;Canada;2005; 2.526 ;Superunicorn;20;213721,0563;2967,295468
Startup_232;Blockchain;8; $85.437.716.554 ;85437,72; $27.282.896.509.788.600 ;27282896509,79;31;Australia;2007; 2.943 ;Superunicorn;18;319329,825;2756,055373
Startup_233;HealthTech;9; $107.524.788.098 ;107524,79; $4.790.224.564.962.260 ;4790224564,96;11;Germany;2015; 13.056 ;Superunicorn;10;44548,95587;9774,980736
Startup_234;Blockchain;8; $40.084.110.143 ;40084,11; $66.211.076.074.165 ;66211076,07;15;Brazil;2010; 19.801 ;Superunicorn;15;1650,803566;2672,27401
Startup_235;E-commerce;5; $37.938.150.274 ;37938,15; $7.473.793.346.457.830 ;7473793346,46;39;Canada;2019; 12.277 ;Superunicorn;6;196998,4133;972,7730839
Startup_236;Fintech;4; $419.787.604.833 ;419787,60; $12.825.152.328.547.000 ;12825152328,55;8;Canada;2000; 7.655 ;Superunicorn;25;30550,52696;52473,4506
Startup_237;Biotech;9; $25.279.496.761 ;25279,50; $42.045.609.087.616.100 ;42045609087,62;19;France;2010; 11.946 ;Superunicorn;15;1663228,671;1330,49983
Startup_238;E-commerce;2; $109.324.825.989 ;109324,83; $22.797.793.094.101.300 ;22797793094,10;35;Australia;2003; 14.086 ;Superunicorn;22;208531,6264;3123,566457
Startup_239;HealthTech;7; $402.373.613.969 ;402373,61; $14.714.029.689.870.400 ;14714029689,87;36;USA;2016; 1.634 ;Superunicorn;9;36567,07797;11177,04483
Startup_240;SaaS;7; $125.374.317.476 ;125374,32; $40.411.240.982.338.300 ;40411240982,34;45;UK;2018; 6.338 ;Superunicorn;7;322323,7137;2786,095944
Startup_241;EdTech;10; $101.752.365.527 ;101752,37; $3.688.922.130.492.110 ;3688922130,49;33;India;2022; 15.864 ;Superunicorn;3;36252,92011;3083,405016
Startup_242;E-commerce;5; $134.231.094.223 ;134231,09; $34.465.622.810.688.200 ;34465622810,69;24;Brazil;2021; 5.758 ;Superunicorn;4;256762,3305;5592,962259
Startup_243;Fintech;3; $271.714.258.521 ;271714,26; $11.642.202.397.102.700 ;11642202397,10;15;Canada;2023; 15.611 ;Superunicorn;2;42846,22657;18114,2839
Startup_244;Fintech;7; $204.342.149.737 ;204342,15; $5.265.703.195.455.130 ;5265703195,46;28;Brazil;2018; 3.362 ;Superunicorn;7;25768,0506;7297,933919
Startup_245;EdTech;10; $489.818.349.334 ;489818,35; $22.870.233.548.116.800 ;22870233548,12;4;Canada;2014; 8.674 ;Superunicorn;11;46690,2552;122454,5873
Startup_246;Blockchain;1; $224.061.014.838 ;224061,01; $5.028.323.038.988.810 ;5028323038,99;24;Australia;2019; 11.488 ;Superunicorn;6;22440,75785;9335,875618
Startup_247;Biotech;4; $227.101.847.067 ;227101,85; $4.837.009.968.866.990 ;4837009968,87;48;India;2016; 10.547 ;Superunicorn;9;21297,8579;4731,288481
Startup_248;EdTech;8; $424.768.560.822 ;424768,56; $7.909.848.190.505.990 ;7909848190,51;25;Brazil;2000; 15.365 ;Superunicorn;25;18620,54811;16990,74243
Startup_249;Fintech;6; $213.378.180.928 ;213378,18; $7.258.306.476.786.830 ;7258306476,79;6;Singapore;2001; 6.938 ;Superunicorn;24;34015,16063;35563,03015
Startup_250;HealthTech;1; $152.011.850.817 ;152011,85; $6.084.662.753.812.280 ;6084662753,81;44;UK;2005; 15.325 ;Superunicorn;20;40026,55523;3454,814791
Startup_251;Blockchain;6; $300.075.784.842 ;300075,78; $590.464.739.432.909 ;590464739,43;21;USA;2017; 8.831 ;Superunicorn;8;1966,718721;14289,32309
Startup_252;AI;4; $434.628.946.385 ;434628,95; $700.148.372.225.389 ;700148372,23;28;India;2021; 1.496 ;Superunicorn;4;1609,910589;15522,46237
Startup_253;HealthTech;3; $172.353.806.572 ;172353,81; $3.114.308.797.637.840 ;3114308797,64;11;Australia;2020; 8.332 ;Superunicorn;5;18068,27772;15668,52787
Startup_254;Fintech;1; $118.254.480.345 ;118254,48; $4.393.227.757.742.000 ;4393227757,74;2;UK;2006; 1.096 ;Superunicorn;19;37149,62419;59127,24017
Startup_255;AI;1; $206.322.636.566 ;206322,64; $7.644.608.141.125.140 ;7644608141,13;14;USA;2015; 15.625 ;Superunicorn;10;37050,71797;14737,33118
Startup_256;Fintech;2; $459.752.156.008 ;459752,16; $1.439.049.997.969.160 ;1439049997,97;39;Canada;2015; 19.268 ;Superunicorn;10;3129,056008;11788,51682
Startup_257;AI;10; $137.464.468.158 ;137464,47; $6.097.130.881.918.040 ;6097130881,92;38;Germany;2000; 1.404 ;Superunicorn;25;44353,23178;3617,486004
Startup_258;EdTech;4; $17.501.230.346 ;17501,23; $4.508.754.227.434.160 ;4508754227,43;27;Germany;2001; 16.753 ;Superunicorn;24;257623,9863;648,1937165
Startup_259;Biotech;2; $23.322.667.491 ;23322,67; $1.109.336.848.225.780 ;1109336848,23;38;USA;2015; 866 ;Superunicorn;10;47563,74999;613,7544077
Startup_260;Biotech;3; $52.867.903.665 ;52867,90; $26.365.799.811.108.600 ;26365799811,11;48;Brazil;2003; 19.188 ;Superunicorn;22;498709,8999;1101,41466
Startup_261;E-commerce;2; $354.335.398.054 ;354335,40; $14.166.396.321.981.400 ;14166396321,98;8;Singapore;2001; 3.304 ;Superunicorn;24;39979,18939;44291,92476
Startup_262;EdTech;5; $356.492.826.283 ;356492,83; $16.855.295.900.778.100 ;16855295900,78;19;Germany;2011; 12.982 ;Superunicorn;14;47279,88382;18762,78033
Startup_263;Biotech;4; $122.799.959.144 ;122799,96; $3.925.379.084.685.610 ;3925379084,69;7;China;2003; 5.628 ;Superunicorn;22;31964,63836;17542,85131
Startup_264;SaaS;5; $238.304.022.811 ;238304,02; $554.103.477.125.569 ;554103477,13;14;China;2010; 15.896 ;Superunicorn;15;2324,19565;17021,71592
Startup_265;E-commerce;9; $420.138.289.947 ;420138,29; $6.890.778.313.589.050 ;6890778313,59;36;UK;2003; 18.368 ;Superunicorn;22;16400,21474;11670,50805
Startup_266;E-commerce;9; $207.807.416.043 ;207807,42; $36.600.021.702.095.200 ;36600021702,10;23;Germany;2022; 7.097 ;Superunicorn;3;176123,7139;9035,105045
Startup_267;E-commerce;9; $235.070.152.366 ;235070,15; $10.258.454.822.635.300 ;10258454822,64;29;Canada;2004; 8.076 ;Superunicorn;21;43638,97181;8105,867323
Startup_268;AI;2; $273.096.539.487 ;273096,54; $11.642.934.284.164.600 ;11642934284,16;47;Australia;2017; 818 ;Superunicorn;8;42632,03485;5810,56467
Startup_269;AI;2; $86.664.967.039 ;86664,97; $19.968.729.509.897.700 ;19968729509,90;29;Singapore;2009; 10.204 ;Superunicorn;16;230411,9361;2988,447139
Startup_270;Biotech;8; $280.733.692.831 ;280733,69; $13.664.307.167.479.600 ;13664307167,48;48;Singapore;2009; 11.539 ;Superunicorn;16;48672,55617;5848,618601
Startup_271;E-commerce;8; $271.867.032.277 ;271867,03; $4.198.200.861.987.260 ;4198200861,99;16;France;2008; 9.148 ;Superunicorn;17;15441,1109;16991,68952
Startup_272;Biotech;4; $303.636.684.786 ;303636,68; $1.025.912.839.231.000 ;1025912839,23;14;Singapore;2013; 8.875 ;Superunicorn;12;3377,751286;21688,33463
Startup_273;Fintech;2; $373.388.538.861 ;373388,54; $14.349.424.226.240.800 ;14349424226,24;24;Brazil;2023; 4.781 ;Superunicorn;2;38429,27499;15557,85579
Startup_274;SaaS;10; $137.412.189.747 ;137412,19; $6.101.680.789.002.600 ;6101680789,00;17;Singapore;2021; 19.149 ;Superunicorn;4;44403,21771;8083,069985
Startup_275;E-commerce;1; $191.017.732.871 ;191017,73; $9.043.004.199.518.280 ;9043004199,52;47;USA;2000; 11.464 ;Superunicorn;25;47340,17646;4064,207082
Startup_276;Blockchain;1; $185.134.830.406 ;185134,83; $7.285.139.646.553.800 ;7285139646,55;48;Brazil;2001; 2.882 ;Superunicorn;24;39349,4541;3856,975633
Startup_277;HealthTech;8; $55.751.332.484 ;55751,33; $9.000.177.971.572.550 ;9000177971,57;49;Singapore;2022; 6.487 ;Superunicorn;3;161433,3114;1137,782296
Startup_278;EdTech;2; $37.282.140.093 ;37282,14; $6.084.761.595.111.860 ;6084761595,11;18;UK;2020; 1.509 ;Superunicorn;5;163207,4848;2071,230005
Startup_279;AI;7; $342.600.401.616 ;342600,40; $10.176.253.842.544.400 ;10176253842,54;36;Germany;2015; 8.419 ;Superunicorn;10;29701,98282;9516,677823
Startup_280;E-commerce;9; $419.939.990.381 ;419939,99; $10.507.816.026.808.900 ;10507816026,81;5;Canada;2015; 8.277 ;Superunicorn;10;25021,18476;83987,99808
Startup_281;Biotech;9; $44.292.014.193 ;44292,01; $12.868.229.775.431.100 ;12868229775,43;33;India;2006; 506 ;Superunicorn;19;290530,6006;1342,182248
Startup_282;SaaS;5; $401.766.242.297 ;401766,24; $8.049.152.109.163.940 ;8049152109,16;14;Singapore;2011; 10.275 ;Superunicorn;14;20033,41619;28697,58874
Startup_283;EdTech;6; $19.830.503.944 ;19830,50; $6.548.855.343.682.650 ;6548855343,68;42;Brazil;2007; 1.386 ;Superunicorn;18;330240,4988;472,1548558
Startup_284;AI;9; $34.460.493.139 ;34460,49; $14.038.594.476.505.700 ;14038594476,51;46;China;2003; 15.418 ;Superunicorn;22;407381,2861;749,1411552
Startup_285;E-commerce;10; $328.601.825.496 ;328601,83; $13.024.216.131.984.800 ;13024216131,98;1;Australia;2008; 15.381 ;Superunicorn;17;39634,25191;328601,8255
Startup_286;EdTech;3; $7.589.891.770 ;7589,89; $28.108.798.110.385 ;28108798,11;3;France;2012; 16.573 ;Superunicorn;13;3702,45177;2529,963923
Startup_287;HealthTech;9; $27.224.574.916 ;27224,57; $5.868.238.375.336.920 ;5868238375,34;20;Singapore;2010; 376 ;Superunicorn;15;215548,3114;1361,228746
Startup_288;EdTech;5; $353.648.593.308 ;353648,59; $13.706.551.232.891.200 ;13706551232,89;31;Canada;2003; 5.553 ;Superunicorn;22;38756,5449;11408,01914
Startup_289;Biotech;4; $111.135.977.546 ;111135,98; $34.614.027.713.487.500 ;34614027713,49;41;Brazil;2008; 15.106 ;Superunicorn;17;311455,5461;2710,633599
Startup_290;HealthTech;2; $281.514.500.841 ;281514,50; $7.938.799.567.465.300 ;7938799567,47;42;Germany;2009; 11.084 ;Superunicorn;16;28199,32199;6702,726211
Startup_291;HealthTech;10; $325.682.730.284 ;325682,73; $8.356.443.833.387.740 ;8356443833,39;27;France;2009; 2.063 ;Superunicorn;16;25657,2344;12062,32334
Startup_292;AI;9; $481.106.714.595 ;481106,71; $1.597.412.004.094.030 ;1597412004,09;29;Australia;2006; 17.741 ;Superunicorn;19;3319,286239;16589,88671
Startup_293;Blockchain;6; $13.176.043.102 ;13176,04; $36.335.115.318.775.000 ;36335115318,78;1;Brazil;2007; 348 ;Superunicorn;18;2757664,184;13176,0431
